,OLS,Lasso,Ridge,RF,GBM,AdaBoost,XGBoost
LotArea,5.349903134539264,5.064089232421377,5.212295196708466,0.044581660321449924,0.04527413790035408,0.09137542257303108,0.0049802875
OverallQual,5.5951370608513304,6.150763821092187,6.448407102447105,0.07272258492129122,0.06944135920661343,0.08856593867333927,0.029958742
OverallCond,5.666005094530316,5.983971699542056,5.936038748343898,0.059509040118072044,0.06184524482999308,0.04842625832387134,0.015559453
BsmtUnfSF,-4.78728646135086,-4.751658978465914,-4.698815146781598,0.038479451251385764,0.02443806805581748,0.05465997278900819,0.0070390166
TotalBsmtSF,8.994947628270797,9.281001780796698,9.068475603604888,0.25031470689583407,0.15091715043457204,0.10998339315108498,0.045514554
2ndFlrSF,-2.709838116808161,-3.300242917732582,-3.594289839322741,0.05283051182315299,0.06425473883087571,0.007940294704340429,0.036477596
BedroomAbvGr,-2.9560573319662673,-2.985360941813268,-2.911495457579474,0.018710352690063194,0.026964457274131017,0.02451105261974218,0.015511297
KitchenAbvGr,-0.9183143854509475,-1.1997463599977194,-1.2365686741523356,0.0083041287011388,0.021616756589164225,0.0008358623072195163,0.07186521
Fireplaces,-0.6566215357762673,-0.779679027176302,-0.8746238024165766,0.005903062057995682,0.002471635242376245,0.004472490666835015,0.0026296114
GarageCars,3.1503295465504997,3.191242527209696,3.127430958932032,0.011212286733506015,0.019126342852757647,0.018256124456726107,0.012833318
OtherRmsAbvGrd,-2.8645098860090936,-2.513131132298434,-2.503217414233012,0.01426202107728006,0.013861972737408088,0.008732956542876811,0.0025349348
HouseAge,-9.583179570064477,-9.455312839450684,-9.284874116283053,0.1514744004011672,0.06600479281304979,0.1555242715523109,0.035777938
RemodAge,-1.2170950286377358,-1.1314784759412693,-1.2407974793309393,0.057492313676433045,0.0417594172591585,0.04447625646803763,0.013501041
AllBath,0.129783760053912,0.03246091259818808,0.3438266825409267,0.021542635481879447,0.01603432416865123,0.04980056453277077,0.0016015755
MSSubClass_A2,4.549313014803893,1.7402444691952172,2.0136582541527317,0.000665593063163266,0.0010143428538345518,0.00042637624346722914,0.0
MSSubClass_A3,-7.556737027009765,-0.0,-1.5654597034149011,0.00017205323552431457,0.0007662064676699369,0.0,0.0
MSSubClass_A4,0.06729287165865383,0.8715508965726434,1.6773077816632498,0.0006979534419202257,0.006439701901151845,0.002790265002368357,0.0027130558
MSSubClass_B1,11.071804142947785,6.644682532327362,5.196677735499192,0.0001803118811113329,0.0016401700179056705,0.0,0.0008827255
MSSubClass_B2,0.4082393907095032,0.0,0.07837205786345638,0.0012120599557990765,0.016635210463904565,0.0003244910940999691,0.0
MSSubClass_C1,-2.2066235919765984,-1.2224533913972764,-1.2816625939879647,0.0030342261128300436,0.009147512467757959,0.00012606050223178545,0.0
MSSubClass_C2,2.3064386876866654,1.2962648204290756,1.6730693831157784,0.00042629554071564103,0.0004710761704616796,1.275552152028571e-05,0.0
MSSubClass_C3,-10.834866502373396,-6.4647569475689295,-5.601881880175651,0.0001657078101177049,0.00130203386185437,6.656660406929224e-05,0.0
MSSubClass_D1,-0.9451968406919122,-0.0,-1.4001885331483988,0.0002709199179538556,0.0015734715111396767,0.0,0.00090730086
MSSubClass_E1,6.48821588074343,5.370754061608252,4.985571432624205,0.0006218271080134238,0.001761346535793595,0.0016035327849717234,0.0012650844
MSSubClass_E2,5.812047010837886,2.8907719801678025,3.4837648019162395,0.0009148341937256918,0.0027194753118826567,0.000684295406499743,0.001646906
MSSubClass_E3,8.072410049765562,0.42867937597015204,3.125648110903147,0.0002665295522872684,0.000996844778630503,0.0,0.0
MSSubClass_F1,-4.11923868842431,-2.751022093300085,-2.632208026125225,0.0013660743015026194,0.0024451158635321038,0.0,0.0
MSSubClass_F2,-0.6384917524343419,-0.0,0.018649453592053264,0.0005436066594965978,0.0005657865416495685,0.0,0.0
Neighborhood_Blueste,-3.1054974233538966,-0.0,-0.6039658379815432,7.067445065873521e-06,0.0,0.0,0.0
Neighborhood_BrDale,2.609088060948755,0.0,1.731837543451497,7.817855860933054e-05,0.00016408207511124675,0.0,0.0
Neighborhood_BrkSide,-2.1841206396420327,2.2025058849757992,2.9177838134479295,0.0005814749438664965,0.0018178483761806035,5.004869377587539e-05,0.0020325973
Neighborhood_ClearCr,-7.2074474041847445,-3.3594386790649207,-3.7294103528996785,0.0007537787302285211,0.0005456983214746913,0.0,0.0028626483
Neighborhood_CollgCr,-2.559246460418295,0.4522838802654244,0.6597470647092013,0.0021475755867899986,0.004516343152863462,0.0008753295582816281,0.0015171763
Neighborhood_Crawfor,3.485347856841713,6.550101770993162,5.976114484933032,0.002225817175082032,0.0029951306594218417,0.0008599629629616912,0.0046039755
Neighborhood_Edwards,-11.576124981622979,-5.978961178031574,-5.589429613833482,0.0022107991950235726,0.0025607371543634656,0.00013808022159552996,0.003190191
Neighborhood_Gilbert,-4.262182531434983,-0.028597289395858972,-0.8634789361722519,0.00046273881879011234,0.0008223293404791946,0.0,0.0
Neighborhood_IDOTRR,-11.680348723093385,-5.698052041693463,-4.9684860372787805,0.0008144191547900204,0.0020157212684898656,0.0,0.0018134651
Neighborhood_MeadowV,-6.296088569711711,-0.0,-0.863711319193049,0.00036497085765488575,0.0008588922488113296,0.0,0.0028040993
Neighborhood_Mitchel,-12.903323264189401,-8.000787009903563,-6.787297033117126,0.0008590189117835674,0.0013566143717456,0.0002480616660078605,0.00245647
Neighborhood_NAmes,-7.2058097086499275,-2.6515772948975918,-2.441486532032446,0.0016520341559437364,0.001265144545069667,0.0005250878140150813,0.0013827487
Neighborhood_NPkVill,4.67577239883996,0.0,2.022971805765388,4.21115709179503e-05,0.0001854837621607824,0.0,0.0
Neighborhood_NWAmes,-10.720262737305282,-6.035398710762478,-5.601238709253314,0.0005697041879953649,0.001012593684728906,0.006001706218329144,0.00315925
Neighborhood_NoRidge,1.4377101633290559,3.2180171455369213,2.863974225496439,0.00039356999073006035,0.0006546659196527366,7.556135593271405e-06,0.0
Neighborhood_NridgHt,4.9059232260488965,6.789170968325605,6.239817224369838,0.002049163112704665,0.006174291167700786,0.04659827296141224,0.005351582
Neighborhood_OldTown,-10.59524586607335,-4.812980636634355,-4.508717523262778,0.002340666721164716,0.00793699660974555,0.002440066364555441,0.0027779934
Neighborhood_SWISU,-5.500944934611956,-0.0,-0.05053889909441002,0.00022615897840133113,0.0014907478355768826,0.0,0.0
Neighborhood_Sawyer,-7.195143466271885,-1.7657582093401367,-1.9952129671471341,0.0008326942884466379,0.0004293067432720819,0.0007275506074302268,0.0
Neighborhood_SawyerW,-4.7714470863489575,-0.18186970114889123,-0.9187289078093853,0.00045448941407411384,0.0005103266143698075,0.0,0.0
Neighborhood_Somerst,4.241490386929124,5.863079362484317,5.300727599165626,0.0021754138871868506,0.0031921329010768025,0.004791017222848231,0.0013506388
Neighborhood_StoneBr,10.280508733016566,10.95227721352875,8.082935735682996,0.000527954995567847,0.003325727541825126,0.0010061323277971274,0.002472799
Neighborhood_Timber,-2.449748108209465,0.0,0.010403058811459052,0.0004977635086298616,0.00027649808990577257,0.00019216217655091222,0.0
Neighborhood_Veenker,3.975499513520536,3.6269862134504196,3.1638390625887536,0.0006954699604064924,0.0014699476245840953,0.0,0.0
Condition1_Feedr,0.9059115732453777,0.09648673372500216,0.6578930830906413,0.000644846888712554,0.0007692718970950881,0.00017703534708143383,0.0
Condition1_Norm,4.205807531732089,4.9367823183109785,4.670350822093624,0.0023081837503351656,0.01117531278743515,0.000583378005885835,0.0065587335
Condition1_Pos,-2.158142880969986,-0.12605633712276765,-1.761195582320327,0.00046393560627201844,0.0003964808757437878,0.0,0.0
Condition1_RR,-3.0973078191371615,-1.8946546890917084,-2.7034004118767374,0.000555767561122867,0.00029639251469568026,0.0,0.00036314788
MasVnrType_BrkFace,5.386494069692311,0.0,0.44281983608403874,0.0025597173500669706,0.0013126502282707606,0.007841139352282726,0.0017650276
MasVnrType_None,7.349403737411083,2.03153126108473,2.642727320622078,0.0016670932993296252,0.005115827638024607,0.0,0.0
MasVnrType_Stone,11.710882999946453,5.298863316175168,5.584957515778156,0.002836545407184621,0.00814825887643273,0.01507679210207513,0.008700484
ExterQual_Gd,-7.474066752610331,-5.887167483168507,-5.1318967783890646,0.004634701192292172,0.016641327339849854,0.001218460178426079,0.0010163801
ExterQual_TA,-7.818490206347567,-6.918143957264216,-6.1783142073619945,0.04890349114499025,0.027242336844906317,0.03467681226713105,0.51634145
ExterCond_Gd,0.21647814006509536,-0.0,0.5586271543582415,0.0011716572418060652,0.0013775942049522357,0.0018520925082074595,0.0033579848
ExterCond_TA,1.732066872582371,1.209094341944632,2.0576049549719846,0.002128912929694321,0.0011484401813084328,0.024025700266024266,0.0023564221
BsmtQual_N,0.6605716115513733,0.0,-0.14583587470068893,0.001115059329895593,0.002071418101519633,6.164430651317987e-06,0.0
BsmtQual_TA,-5.7580888579500975,-6.607734544801493,-6.50582264739602,0.011003758787585118,0.008018780601787817,0.0003740563171303763,0.0020006453
HeatingQC_Gd,-1.226269404404111,-1.151676910141895,-1.3522066338058323,0.0018749606982769093,0.0007993333162699423,0.0006169112622412628,0.0010950048
HeatingQC_TA,-2.368709967991922,-2.0609368433690203,-2.302215133332416,0.002183074534693004,0.008465962471442347,0.016177723982819144,0.0043286434
KitchenQual_Fa,-9.820803049483782,-5.116926655462712,-4.136417203140241,0.000750042341931296,0.0015776149451000054,0.0,0.0
KitchenQual_Gd,-7.883844012976301,-5.572180415515135,-4.981024666772937,0.004721658647112803,0.003697782520984247,0.002455124604000504,0.0042681885
KitchenQual_TA,-9.176110923360795,-6.529831144227644,-5.808774495284965,0.007580165176606114,0.031306156537620415,0.009086704108811985,0.0017167446
Functional_Min,5.759280075503341,0.0,0.07746977146888116,0.0016062251382568523,0.0033067429054305327,0.0,0.0
Functional_Mod,7.313759175815387,0.0,1.4616436452900767,0.0010025439153590378,0.0017713429316788504,0.0001240295341978426,0.0
Functional_Typ,14.476456474401054,9.392683814223005,8.90523411410022,0.0045546454595502385,0.012596497455822064,0.008183788393572566,0.0077304426
FireplaceQu_Gd,5.10281301597876,1.8777318447576126,2.219643419716111,0.003307293948366216,0.00789544184011985,0.008668969920518967,0.009870881
FireplaceQu_N,3.6049274275369383,-0.0,-0.07215726281550876,0.004762312313661895,0.008372755803345053,0.00902142329404561,0.013933353
GarageType_BuiltIn,-2.5830777913422125,-1.324610190997849,-1.3751489391796283,0.0004909744039051689,0.0008052583716919325,6.960031544166614e-05,0.0
GarageType_Detchd,3.9197295837663773,3.8332164140216203,3.7643386682787594,0.0016115611944238712,0.006302670962541669,0.0017087149187257108,0.001883744
GarageType_Other,-5.582103407027375,-2.517757148700374,-2.36839430009291,0.0018666205829279356,0.006688156067914868,0.0002865933494192702,0.0051760897
GarageFinish_N,14.520319019747127,8.13363322987007,6.266191442393441,0.0008167934191017336,0.0041550565484266945,2.771525972994544e-06,0.0
GarageFinish_RFn,-1.987461046116806,-2.040428636944485,-2.6255376075689485,0.0025862785669009455,0.0011493652610725352,0.002877569159442632,0.001331397
GarageFinish_Unf,-0.5953231262270322,-0.7466992896468864,-1.5459798132011873,0.0015024198142814854,0.018302662527465572,0.01336065258884329,0.0
GarageCond_N,-11.356878649447516,-2.725908189165123,-2.9654250048063258,0.001702923847194375,0.007551835048259332,0.002615246171544595,0.036126237
GarageCond_TA,-5.030590306943662,0.0,-0.47937460144411503,0.0027001399717261542,0.009817710905643937,0.0014997412939216173,0.0
PavedDrive_P,-4.8480022086992065,-2.520003081783297,-2.9632631753210013,0.0004693464678719651,0.0005377905838823299,3.837373955683611e-05,0.0
PavedDrive_Y,-2.629934441134339,-0.8056749445846406,-0.9869551111393151,0.0021103030443864134,0.004212630421330141,0.00033640892854133216,0.0
WoodDeck_Y,2.414661788225565,2.625596322150903,2.60682420218074,0.00303472077070229,0.008671734432329674,0.013951273225691755,0.0017568358
OpenPorch_150plus,8.433294905886719,6.656812864580694,5.631876837686249,0.000768193396649259,0.0018676154129523264,0.003289308089164767,0.0012197386
OpenPorch_N,1.4366618143533503,1.3208626219306483,1.4173581465724534,0.0019211065106470163,0.0014193519683770377,0.0027265426300893273,0.0012880343
EnclosedPorch_150plus,0.1921632292601475,-0.0,-0.42974972084640595,0.0008249949439157684,0.0008507760255872495,0.0011153374135693883,0.0005788625
EnclosedPorch_N,-0.9674547383932621,-0.861988001833757,-1.2014985711236885,0.0011582141641148698,0.007298236266768098,0.0014051820976926307,0.0
ScreenPorch_075to125,-4.085871686374013,-0.9557326838807605,-2.069929536742192,0.0007816644682039377,0.0005184065183150622,6.963491494758755e-05,0.0
ScreenPorch_0to075,-1.7528872457229068,-0.0,-1.053101380382548,0.0008297806157030517,0.000737709127208356,0.0,0.0
ScreenPorch_N,-6.820170183146343,-4.1649396711596385,-4.70283335670624,0.0014637279213454187,0.003406989657771623,0.001022048073720815,0.0055638687
Shed_Y,0.9944569722022755,0.0,0.446509874233713,0.0007331495859340925,0.0006592731457175906,0.0,0.0
Season_Spring,1.8457705931586084,1.0615641610017401,1.451626270788224,0.0023862047949063494,0.0006377029686503101,0.005629354436318648,0.0008502611
Season_Summer,1.342971480237975,0.6053356346575194,1.133885293132571,0.0025079674923140353,0.000610489712545883,0.00026274529904614743,0.002038653
Season_Winter,0.4165944453150371,0.0,0.430332217887397,0.0027939038142502735,0.0009422644210728434,0.004537211623778062,0.002840849
SaleType_Other,-44.16409902418237,-9.92236498919869,-5.5920867221489186,0.0014962017095560471,0.0048074661291174214,1.1797190032090838e-05,0.0009662924
SaleType_WD,-45.90449668984819,-10.76112291976509,-6.316538009263147,0.00234227647062149,0.005793937632021702,0.0009099298056590427,0.0
SaleCondition_Normal,6.803326030963119,6.5940118109074835,5.532953459744624,0.0038425585542845825,0.005195411737293572,0.012789050845707535,0.008308801
SaleCondition_Other,0.3952943612752459,-0.0,-1.3524144903654152,0.00253487089052375,0.0013882949064358415,0.007508328321252268,0.0036915597
SaleCondition_Partial,-35.17529511486083,-0.0,3.153478390648114,0.0015463268458414915,0.015101527469069632,0.003754040715239609,0.0
